Reebelo RID,Product Name,Your SKU,SKU Condition,SKU Battery Health,Price,Min Price,Quantity
101122e393e1,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179698P,2,90,684.9,684.9,0
101122e393e1,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179698,4,80,691.55,678.25,0
101122e393e1,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179698BMP,4,100,691.55,691.55,0
101122f130u4,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 512GB Good 80,1ea CELLR179929,5,80,623.95,611.95,0
101122f130u4,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 512GB Acceptable 80,1ea CELLR179929-2,6,80,623.95,611.95,0
101122f130u4,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 512GB Good 100,1ea CELLR179929BMP,5,100,623.95,623.95,0
101122f130u4,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179927,4,80,655.15,642.55,0
101122f130u4,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179927BMP,4,100,655.15,655.15,0
101122f130u4,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 512GB Premium 90,1ea CELLR179928P,2,90,679.75,679.75,0
101122f130u4,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179928,4,80,686.35,673.15,0
101122f130u4,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179928BMP,4,100,686.35,686.35,0
101122f1h0w3,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 512GB Good 80,1ea CELLR179944,5,80,623.95,611.95,0
101122f1h0w3,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 512GB Acceptable 80,1ea CELLR179944-2,6,80,623.95,611.95,0
101122f1h0w3,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 512GB Good 100,1ea CELLR179944BMP,5,100,623.95,623.95,0
101122f1h0w3,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179942,4,80,655.15,642.55,0
101122f1h0w3,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179942BMP,4,100,655.15,655.15,0
101122f1h0w3,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 512GB Premium 90,1ea CELLR179943P,2,90,679.75,679.75,0
101122f1h0w3,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179943,4,80,686.35,673.15,0
101122f1h0w3,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179943BMP,4,100,686.35,686.35,0
101122f2p7j3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 1TB Good 80,1ea CELLR179554,5,80,675.95,662.95,0
101122f2p7j3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179554-2,6,80,675.95,662.95,0
101122f2p7j3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 1TB Good 100,1ea CELLR179554BMP,5,100,675.95,675.95,0
101122f2p7j3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179552,4,80,707.15,693.55,0
101122f2p7j3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179552BMP,4,100,707.15,707.15,0
101122f2p7j3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179553P,2,90,720.95,720.95,0
101122f2p7j3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179553,4,80,727.95,713.95,0
101122f2p7j3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179553BMP,4,100,727.95,727.95,0
101122f346h2,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 1TB Good 80,1ea CELLR179569,5,80,675.95,662.95,0
101122f346h2,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179569-2,6,80,675.95,662.95,0
101122f346h2,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 1TB Good 100,1ea CELLR179569BMP,5,100,675.95,675.95,0
101122f346h2,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179567,4,80,707.15,693.55,0
101122f346h2,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179567BMP,4,100,707.15,707.15,0
101122f346h2,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179568P,2,90,720.95,720.95,0
101122f346h2,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179568,4,80,727.95,713.95,0
101122f346h2,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179568BMP,4,100,727.95,727.95,0
101122g635t0,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 1TB Good 80,1ea CELLR179544,5,80,675.95,662.95,0
101122g635t0,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179544-2,6,80,675.95,662.95,0
101122g635t0,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 1TB Good 100,1ea CELLR179544BMP,5,100,675.95,675.95,0
101122g635t0,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179542,4,80,707.15,693.55,0
101122g635t0,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179542BMP,4,100,707.15,707.15,0
101122g635t0,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179543P,2,90,720.95,720.95,0
101122g635t0,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179543,4,80,727.95,713.95,0
101122g635t0,Galaxy S23 Ultra - T-Mobile - Sky Blue - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179543BMP,4,100,727.95,727.95,0
101122j082q1,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 1TB Good 80,1ea CELLR179599,5,80,642.15,629.8,0
101122j082q1,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179599-2,6,80,642.15,629.8,0
101122j082q1,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 1TB Good 100,1ea CELLR179599BMP,5,100,642.15,642.15,0
101122j082q1,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179597,4,80,671.79,658.87,0
101122j082q1,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179597BMP,4,100,671.79,671.79,0
101122j082q1,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179598P,2,90,684.9,684.9,0
101122j082q1,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179598,4,80,691.55,678.25,0
101122j082q1,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179598BMP,4,100,691.55,691.55,0
101122k4p636,Galaxy S23 Ultra - Verizon - Red - 12GB - Single Sim - 1TB Good 80,1ea CELLR179674,5,80,642.15,629.8,0
101122k4p636,Galaxy S23 Ultra - Verizon - Red - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179674-2,6,80,642.15,629.8,0
101122k4p636,Galaxy S23 Ultra - Verizon - Red - 12GB - Single Sim - 1TB Good 100,1ea CELLR179674BMP,5,100,642.15,642.15,0
101122k4p636,Galaxy S23 Ultra - Verizon - Red - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179672,4,80,671.79,658.87,0
101122k4p636,Galaxy S23 Ultra - Verizon - Red - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179672BMP,4,100,671.79,671.79,0
101122k4p636,Galaxy S23 Ultra - Verizon - Red - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179673P,2,90,684.9,684.9,0
101122k4p636,Galaxy S23 Ultra - Verizon - Red - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179673,4,80,691.55,678.25,0
101122k4p636,Galaxy S23 Ultra - Verizon - Red - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179673BMP,4,100,691.55,691.55,0
101122n212d1,Galaxy S23 Ultra - AT&T - Phantom Black - 12GB - Single Sim - 1TB Good 80,1ea CELLR179504,5,80,675.95,662.95,0
101122n212d1,Galaxy S23 Ultra - AT&T - Phantom Black - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179504-2,6,80,675.95,662.95,0
101122n212d1,Galaxy S23 Ultra - AT&T - Phantom Black - 12GB - Single Sim - 1TB Good 100,1ea CELLR179504BMP,5,100,675.95,675.95,0
101122n212d1,Galaxy S23 Ultra - AT&T - Phantom Black - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179502,4,80,707.15,693.55,0
101122n212d1,Galaxy S23 Ultra - AT&T - Phantom Black - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179502BMP,4,100,707.15,707.15,0
101122n212d1,Galaxy S23 Ultra - AT&T - Phantom Black - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179503P,2,90,720.95,720.95,0
101122n212d1,Galaxy S23 Ultra - AT&T - Phantom Black - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179503,4,80,727.95,713.95,0
101122n212d1,Galaxy S23 Ultra - AT&T - Phantom Black - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179503BMP,4,100,727.95,727.95,0
101122n245e5,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 1TB Good 80,1ea CELLR179519,5,80,675.95,662.95,0
101122n245e5,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179519-2,6,80,675.95,662.95,0
101122n245e5,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 1TB Good 100,1ea CELLR179519BMP,5,100,675.95,675.95,0
101122n245e5,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179517,4,80,707.15,693.55,0
101122n245e5,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179517BMP,4,100,707.15,707.15,0
101122n245e5,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179518P,2,90,720.95,720.95,0
101122n245e5,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179518,4,80,727.95,713.95,0
101122n245e5,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179518BMP,4,100,727.95,727.95,0
101122p352m7,Galaxy S23 Ultra - AT&T - Cream - 12GB - Single Sim - 1TB Good 80,1ea CELLR179679,5,80,675.95,662.95,0
101122p352m7,Galaxy S23 Ultra - AT&T - Cream - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179679-2,6,80,675.95,662.95,0
101122p352m7,Galaxy S23 Ultra - AT&T - Cream - 12GB - Single Sim - 1TB Good 100,1ea CELLR179679BMP,5,100,675.95,675.95,0
101122p352m7,Galaxy S23 Ultra - AT&T - Cream - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179677,4,80,707.15,693.55,0
101122p352m7,Galaxy S23 Ultra - AT&T - Cream - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179677BMP,4,100,707.15,707.15,0
101122p352m7,Galaxy S23 Ultra - AT&T - Cream - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179678P,2,90,720.95,720.95,0
101122p352m7,Galaxy S23 Ultra - AT&T - Cream - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179678,4,80,727.95,713.95,0
101122p352m7,Galaxy S23 Ultra - AT&T - Cream - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179678BMP,4,100,727.95,727.95,0
101122q792m2,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 1TB Good 80,1ea CELLR179574,5,80,642.15,629.8,0
101122q792m2,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179574-2,6,80,642.15,629.8,0
101122q792m2,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 1TB Good 100,1ea CELLR179574BMP,5,100,642.15,642.15,0
101122q792m2,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179572,4,80,671.79,658.87,0
101122q792m2,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179572BMP,4,100,671.79,671.79,0
101122q792m2,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179573P,2,90,684.9,684.9,0
101122q792m2,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179573,4,80,691.55,678.25,0
101122q792m2,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179573BMP,4,100,691.55,691.55,0
101122r7s4s0,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 1TB Good 80,1ea CELLR179529,5,80,675.95,662.95,0
101122r7s4s0,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179529-2,6,80,675.95,662.95,0
101122r7s4s0,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 1TB Good 100,1ea CELLR179529BMP,5,100,675.95,675.95,0
101122r7s4s0,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179527,4,80,707.15,693.55,0
101122r7s4s0,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179527BMP,4,100,707.15,707.15,0
101122r7s4s0,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179528P,2,90,720.95,720.95,0
101122r7s4s0,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179528,4,80,727.95,713.95,0
101122r7s4s0,Galaxy S23 Ultra - AT&T - Sky Blue - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179528BMP,4,100,727.95,727.95,0
101122s0h7k0,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 1TB Good 80,1ea CELLR179549,5,80,642.15,629.8,0
101122s0h7k0,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179549-2,6,80,642.15,629.8,0
101122s0h7k0,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 1TB Good 100,1ea CELLR179549BMP,5,100,642.15,642.15,0
101122s0h7k0,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179547,4,80,671.79,658.87,0
101122s0h7k0,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179547BMP,4,100,671.79,671.79,0
101122s0h7k0,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179548P,2,90,684.9,684.9,0
101122s0h7k0,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179548,4,80,691.55,678.25,0
101122s0h7k0,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179548BMP,4,100,691.55,691.55,0
101122t0b542,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 1TB Good 80,1ea CELLR179579,5,80,675.95,662.95,0
101122t0b542,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179579-2,6,80,675.95,662.95,0
101122t0b542,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 1TB Good 100,1ea CELLR179579BMP,5,100,675.95,675.95,0
101122t0b542,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179577,4,80,707.15,693.55,0
101122t0b542,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179577BMP,4,100,707.15,707.15,0
101122t0b542,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179578P,2,90,720.95,720.95,0
101122t0b542,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179578,4,80,727.95,713.95,0
101122t0b542,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179578BMP,4,100,727.95,727.95,0
101122t0r7r5,Galaxy S23 Ultra - T-Mobile - Green - 12GB - Single Sim - 1TB Good 80,1ea CELLR179594,5,80,675.95,662.95,0
101122t0r7r5,Galaxy S23 Ultra - T-Mobile - Green - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179594-2,6,80,675.95,662.95,0
101122t0r7r5,Galaxy S23 Ultra - T-Mobile - Green - 12GB - Single Sim - 1TB Good 100,1ea CELLR179594BMP,5,100,675.95,675.95,0
101122t0r7r5,Galaxy S23 Ultra - T-Mobile - Green - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179592,4,80,707.15,693.55,0
101122t0r7r5,Galaxy S23 Ultra - T-Mobile - Green - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179592BMP,4,100,707.15,707.15,0
101122t0r7r5,Galaxy S23 Ultra - T-Mobile - Green - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179593P,2,90,720.95,720.95,0
101122t0r7r5,Galaxy S23 Ultra - T-Mobile - Green - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179593,4,80,727.95,713.95,0
101122t0r7r5,Galaxy S23 Ultra - T-Mobile - Green - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179593BMP,4,100,727.95,727.95,0
1011203394,Galaxy S24 Ultra - Fully Unlocked - Titanium Yellow - Single Sim - 1TB Good 100,1ea CELLR181134BMP,5,100,956.75,956.75,0
1011203394,Galaxy S24 Ultra - Fully Unlocked - Titanium Yellow - Single Sim - 1TB Excellent 80,1ea CELLR181133,4,80,1008.75,989.35,0
1011203394,Galaxy S24 Ultra - Fully Unlocked - Titanium Yellow - Single Sim - 1TB Premium 90,1ea CELLR181133P,2,90,999.05,999.05,0
1011203394,Galaxy S24 Ultra - Fully Unlocked - Titanium Yellow - Single Sim - 1TB Excellent 100,1ea CELLR181132BMP,4,100,987.95,987.95,0
1011203394,Galaxy S24 Ultra - Fully Unlocked - Titanium Yellow - Single Sim - 1TB Good 80,1ea CELLR181134,5,80,956.75,938.35,0
10112060270,Galaxy S24 - T-Mobile - Marble Gray - Single Sim - 512GB Good 80,1ea CELLR180519,5,80,561.55,550.75,0
10112060270,Galaxy S24 - T-Mobile - Marble Gray - Single Sim - 512GB Acceptable 80,1ea CELLR180519-2,6,80,561.55,550.75,0
1011203394,Galaxy S24 Ultra - Fully Unlocked - Titanium Yellow - Single Sim - 1TB Excellent 100,1ea CELLR181133BMP,4,100,1008.75,1008.75,0
1011203394,Galaxy S24 Ultra - Fully Unlocked - Titanium Yellow - Single Sim - 1TB Excellent 80,1ea CELLR181132,4,80,987.95,968.95,0
1011203394,Galaxy S24 Ultra - Fully Unlocked - Titanium Yellow - Single Sim - 1TB Acceptable 80,1ea CELLR181134-2,6,80,956.75,938.35,0
10112060270,Galaxy S24 - T-Mobile - Marble Gray - Single Sim - 512GB Premium 90,1ea CELLR180518P,2,90,597.35,597.35,0
10112060270,Galaxy S24 - T-Mobile - Marble Gray - Single Sim - 512GB Good 100,1ea CELLR180519BMP,5,100,561.55,561.55,0
10112060270,Galaxy S24 - T-Mobile - Marble Gray - Single Sim - 512GB Excellent 80,1ea CELLR180518,4,80,603.15,591.55,0
10112060270,Galaxy S24 - T-Mobile - Marble Gray - Single Sim - 512GB Excellent 100,1ea CELLR180518BMP,4,100,603.15,603.15,0
10112060270,Galaxy S24 - T-Mobile - Marble Gray - Single Sim - 512GB Excellent 100,1ea CELLR180517BMP,4,100,582.35,582.35,0
10112060270,Galaxy S24 - T-Mobile - Marble Gray - Single Sim - 512GB Excellent 80,1ea CELLR180517,4,80,582.35,571.15,0
1.0112E+12,Galaxy S24 - Verizon - Jade Green - Single Sim - 512GB Excellent 80,1ea CELLR180548,4,80,572.99,561.97,0
1.0112E+12,Galaxy S24 - Verizon - Jade Green - Single Sim - 512GB Premium 90,1ea CELLR180548P,2,90,567.48,567.48,0
1.0112E+12,Galaxy S24 - Verizon - Jade Green - Single Sim - 512GB Good 100,1ea CELLR180549BMP,5,100,533.47,533.47,0
1.0112E+12,Galaxy S24 - Verizon - Jade Green - Single Sim - 512GB Acceptable 80,1ea CELLR180549-2,6,80,533.47,523.21,0
1.0112E+12,Galaxy S24 - Verizon - Jade Green - Single Sim - 512GB Excellent 100,1ea CELLR180547BMP,4,100,553.23,553.23,0
1.0112E+12,Galaxy S24 - Verizon - Jade Green - Single Sim - 512GB Excellent 100,1ea CELLR180548BMP,4,100,572.99,572.99,0
1.0112E+12,Galaxy S24 - Verizon - Jade Green - Single Sim - 512GB Excellent 80,1ea CELLR180547,4,80,553.23,542.59,0
1.0112E+12,Galaxy S24 - Verizon - Jade Green - Single Sim - 512GB Good 80,1ea CELLR180549,5,80,533.47,523.21,0
1.01118E+15,Galaxy S22 (5G) - T-Mobile - Phantom Black - Single Sim - 128GB Excellent 100,1ea CELLR177367BMP,4,100,259.95,259.95,0
1.01118E+15,Galaxy S22 (5G) - T-Mobile - Phantom Black - Single Sim - 128GB Excellent 80,1ea CELLR177367,4,80,259.95,254.95,0
1.01118E+15,Galaxy S22 (5G) - T-Mobile - Phantom Black - Single Sim - 128GB Premium 90,1ea CELLR177368P,2,90,267.75,267.75,0
1.01118E+15,Galaxy S22 (5G) - T-Mobile - Phantom Black - Single Sim - 128GB Excellent 80,1ea CELLR177368,4,80,270.35,265.15,0
1.01118E+15,Galaxy S22 (5G) - T-Mobile - Phantom Black - Single Sim - 128GB Good 80,1ea CELLR177369,5,80,239.15,234.55,0
1.01118E+15,Galaxy S22 (5G) - T-Mobile - Phantom Black - Single Sim - 128GB Excellent 100,1ea CELLR177368BMP,4,100,270.35,270.35,0
1.01118E+15,Galaxy S22 (5G) - T-Mobile - Phantom Black - Single Sim - 128GB Acceptable 80,1ea CELLR177369-2,6,80,239.15,234.55,0
1.01118E+15,Galaxy S22 (5G) - T-Mobile - Phantom Black - Single Sim - 128GB Good 100,1ea CELLR177369BMP,5,100,239.15,239.15,0
